window_id,sample_in_window,split,temperature_C,mq2_adc,label
150,23,train,25.72,102,0
150,24,train,25.7,105,0
150,25,train,25.95,103,0
150,26,train,25.84,108,0
150,27,train,26.0,100,0
150,28,train,25.85,103,0
150,29,train,25.87,93,0
151,0,train,29.74,123,0
151,1,train,29.72,127,0
151,2,train,29.87,123,0
151,3,train,29.91,139,0
151,4,train,29.58,134,0
151,5,train,29.71,133,0
151,6,train,29.67,124,0
151,7,train,29.9,140,0
151,8,train,29.6,127,0
151,9,train,29.81,125,0
151,10,train,29.53,131,0
151,11,train,29.85,124,0
151,12,train,29.8,136,0
151,13,train,29.57,124,0
151,14,train,29.79,129,0
151,15,train,29.57,132,0
151,16,train,29.81,125,0
151,17,train,29.64,119,0
151,18,train,29.8,139,0
151,19,train,29.71,130,0
151,20,train,29.58,129,0
151,21,train,29.65,130,0
151,22,train,29.64,133,0
151,23,train,29.49,126,0
151,24,train,29.79,135,0
151,25,train,29.74,128,0
151,26,train,29.63,132,0
151,27,train,29.52,134,0
151,28,train,29.71,134,0
151,29,train,29.81,131,0
152,0,train,27.08,83,0
152,1,train,27.02,80,0
152,2,train,27.1,82,0
152,3,train,27.1,78,0
152,4,train,26.94,73,0
152,5,train,27.04,75,0
152,6,train,26.94,71,0
152,7,train,27.07,78,0
152,8,train,27.34,77,0
152,9,train,27.36,84,0
152,10,train,27.24,79,0
152,11,train,27.24,76,0
152,12,train,27.26,85,0
152,13,train,27.19,82,0
152,14,train,27.24,85,0
152,15,train,27.47,77,0
152,16,train,27.51,86,0
152,17,train,27.24,88,0
152,18,train,27.47,90,0
152,19,train,27.19,82,0
152,20,train,27.21,79,0
152,21,train,27.47,86,0
152,22,train,27.45,83,0
152,23,train,27.26,83,0
152,24,train,27.24,81,0
152,25,train,27.37,93,0
152,26,train,27.44,85,0
152,27,train,27.21,79,0
152,28,train,27.58,80,0
152,29,train,27.67,72,0
153,0,train,27.57,112,0
153,1,train,27.75,106,0
153,2,train,27.43,106,0
153,3,train,27.6,110,0
153,4,train,27.42,105,0
153,5,train,27.32,112,0
153,6,train,27.29,106,0
153,7,train,27.55,107,0
153,8,train,27.52,102,0
153,9,train,27.48,108,0
153,10,train,27.45,112,0
153,11,train,27.62,112,0
153,12,train,27.39,115,0
153,13,train,27.59,109,0
153,14,train,27.2,109,0
153,15,train,27.33,112,0
153,16,train,27.24,120,0
153,17,train,27.49,118,0
153,18,train,27.44,113,0
153,19,train,27.43,112,0
153,20,train,27.34,108,0
153,21,train,27.48,112,0
153,22,train,27.41,103,0
153,23,train,27.19,118,0
153,24,train,27.25,116,0
153,25,train,27.31,118,0
153,26,train,27.33,111,0
153,27,train,27.39,112,0
153,28,train,27.45,116,0
153,29,train,27.31,99,0
154,0,train,30.93,109,0
154,1,train,30.83,109,0
154,2,train,30.87,109,0
154,3,train,30.84,112,0
154,4,train,30.79,104,0
154,5,train,30.68,111,0
154,6,train,30.77,100,0
154,7,train,30.84,109,0
154,8,train,30.9,99,0
154,9,train,30.66,110,0
154,10,train,30.73,115,0
154,11,train,31.06,110,0
154,12,train,30.67,110,0
154,13,train,30.81,103,0
154,14,train,30.82,114,0
154,15,train,30.65,109,0
154,16,train,30.63,105,0
154,17,train,30.75,120,0
154,18,train,30.36,102,0
154,19,train,30.59,116,0
154,20,train,31.0,112,0
154,21,train,30.65,110,0
154,22,train,30.72,119,0
154,23,train,30.89,116,0
154,24,train,30.89,109,0
154,25,train,30.93,111,0
154,26,train,30.64,116,0
154,27,train,30.72,115,0
154,28,train,30.59,110,0
154,29,train,30.83,110,0
155,0,train,30.3,102,0
155,1,train,30.19,95,0
155,2,train,30.38,93,0
155,3,train,30.41,88,0
155,4,train,30.25,96,0
155,5,train,30.44,100,0
155,6,train,30.34,107,0
155,7,train,30.36,92,0
155,8,train,30.31,89,0
155,9,train,30.3,100,0
155,10,train,30.51,94,0
155,11,train,30.39,95,0
155,12,train,30.49,96,0
155,13,train,30.35,98,0
155,14,train,30.46,92,0
155,15,train,30.15,93,0
155,16,train,30.56,86,0
155,17,train,30.38,97,0
155,18,train,30.6,95,0
155,19,train,30.22,98,0
155,20,train,30.31,94,0
155,21,train,30.64,98,0
155,22,train,30.48,100,0
155,23,train,30.55,95,0
155,24,train,30.39,89,0
155,25,train,30.33,98,0
155,26,train,30.53,99,0
155,27,train,30.44,102,0
155,28,train,30.78,95,0
155,29,train,30.66,98,0
156,0,train,27.38,109,0
156,1,train,27.38,111,0
156,2,train,27.16,112,0
156,3,train,27.37,104,0
156,4,train,27.29,106,0
156,5,train,27.25,109,0
156,6,train,27.18,113,0
156,7,train,27.22,119,0
156,8,train,27.41,115,0
156,9,train,27.15,105,0
156,10,train,27.39,117,0
156,11,train,27.22,114,0
156,12,train,27.07,112,0
156,13,train,27.41,120,0
156,14,train,27.29,109,0
156,15,train,27.44,104,0
156,16,train,26.99,117,0
156,17,train,27.01,107,0
156,18,train,27.11,107,0
156,19,train,27.14,110,0
156,20,train,27.11,119,0
156,21,train,26.8,103,0
156,22,train,27.27,116,0
156,23,train,27.09,111,0
156,24,train,26.87,108,0
156,25,train,27.04,113,0
156,26,train,26.92,108,0
156,27,train,26.89,115,0
156,28,train,27.0,109,0
156,29,train,26.91,115,0
157,0,train,28.65,116,0
157,1,train,28.58,113,0
157,2,train,28.7,107,0
157,3,train,28.95,109,0
157,4,train,28.78,114,0
157,5,train,28.77,115,0
157,6,train,28.77,113,0
157,7,train,28.64,104,0
157,8,train,28.61,104,0
157,9,train,28.79,108,0
157,10,train,28.83,111,0
157,11,train,28.69,104,0
157,12,train,28.77,110,0
157,13,train,28.48,117,0
157,14,train,28.62,104,0
157,15,train,28.62,115,0
157,16,train,28.79,99,0
157,17,train,28.79,109,0
157,18,train,28.53,105,0
157,19,train,28.82,116,0
157,20,train,28.65,115,0
157,21,train,28.58,116,0
157,22,train,28.7,104,0
157,23,train,28.67,112,0
157,24,train,28.77,103,0
157,25,train,28.88,106,0
157,26,train,28.41,117,0
157,27,train,28.73,102,0
157,28,train,28.78,108,0
157,29,train,28.46,112,0
158,0,train,25.82,113,0
158,1,train,26.08,113,0
158,2,train,25.99,125,0
158,3,train,26.07,126,0
158,4,train,25.93,115,0
158,5,train,26.14,114,0
158,6,train,26.14,124,0
158,7,train,26.12,127,0
158,8,train,25.87,118,0
158,9,train,25.98,113,0
158,10,train,25.89,118,0
158,11,train,25.73,121,0
158,12,train,25.87,119,0
158,13,train,25.86,108,0
158,14,train,25.9,120,0
158,15,train,25.77,123,0
158,16,train,25.92,108,0
158,17,train,25.77,119,0
158,18,train,25.74,114,0
158,19,train,25.8,119,0
158,20,train,25.75,124,0
158,21,train,25.99,105,0
158,22,train,25.63,105,0
158,23,train,25.9,108,0
158,24,train,25.92,121,0
158,25,train,25.73,114,0
158,26,train,25.75,128,0
158,27,train,25.71,110,0
158,28,train,25.66,103,0
158,29,train,25.84,114,0
159,0,train,29.03,97,0
159,1,train,28.91,95,0
159,2,train,28.83,85,0
159,3,train,28.95,92,0
159,4,train,28.78,86,0
159,5,train,28.74,98,0
159,6,train,28.66,85,0
159,7,train,28.65,101,0
159,8,train,28.94,97,0
159,9,train,28.53,94,0
159,10,train,28.59,96,0
159,11,train,28.82,101,0
159,12,train,28.51,92,0
159,13,train,28.76,90,0
159,14,train,28.44,92,0
159,15,train,28.58,85,0
159,16,train,28.58,84,0
159,17,train,28.55,92,0
159,18,train,28.4,86,0
159,19,train,28.48,86,0
159,20,train,28.85,88,0
159,21,train,28.4,93,0
159,22,train,28.71,91,0
159,23,train,28.22,90,0
159,24,train,28.51,90,0
159,25,train,28.67,84,0
159,26,train,28.45,97,0
159,27,train,28.56,93,0
159,28,train,28.57,94,0
159,29,train,28.34,88,0
160,0,train,27.5,96,0
160,1,train,27.53,84,0
160,2,train,27.92,98,0
160,3,train,27.63,88,0
160,4,train,27.48,100,0
160,5,train,27.73,84,0
160,6,train,27.54,88,0
160,7,train,27.32,85,0
160,8,train,27.49,95,0
160,9,train,27.45,86,0
160,10,train,27.6,87,0
160,11,train,27.4,87,0
160,12,train,27.78,82,0
160,13,train,27.52,88,0
160,14,train,27.27,92,0
160,15,train,27.57,89,0
160,16,train,27.48,93,0
160,17,train,27.38,92,0
160,18,train,27.49,97,0
160,19,train,27.09,99,0
160,20,train,27.24,90,0
160,21,train,27.49,81,0
160,22,train,27.3,83,0
160,23,train,27.55,91,0
160,24,train,27.3,98,0
160,25,train,27.59,91,0
160,26,train,27.59,92,0
160,27,train,27.22,94,0
160,28,train,27.22,91,0
160,29,train,27.29,86,0
161,0,train,28.07,149,0
161,1,train,27.97,145,0
161,2,train,28.1,137,0
161,3,train,28.1,137,0
161,4,train,28.12,140,0
161,5,train,28.07,144,0
161,6,train,28.21,130,0
161,7,train,27.94,132,0
161,8,train,28.28,140,0
161,9,train,28.2,141,0
161,10,train,27.83,139,0
161,11,train,28.29,137,0
161,12,train,28.09,142,0
161,13,train,28.46,125,0
161,14,train,28.06,134,0
161,15,train,28.02,135,0
161,16,train,28.49,139,0
161,17,train,28.33,134,0
161,18,train,28.16,132,0
161,19,train,28.51,140,0
161,20,train,28.43,129,0
161,21,train,28.29,142,0
161,22,train,28.51,132,0
161,23,train,28.32,137,0
161,24,train,28.5,142,0
161,25,train,28.15,142,0
161,26,train,28.55,141,0
161,27,train,28.53,139,0
161,28,train,28.45,142,0
161,29,train,28.55,138,0
162,0,train,26.72,126,0
162,1,train,26.74,110,0
162,2,train,26.61,111,0
162,3,train,26.65,115,0
162,4,train,26.67,106,0
162,5,train,26.61,112,0
162,6,train,26.76,112,0
162,7,train,26.6,115,0
162,8,train,26.69,111,0
162,9,train,26.77,110,0
162,10,train,26.65,115,0
162,11,train,26.66,111,0
162,12,train,26.67,108,0
162,13,train,26.58,117,0
162,14,train,26.7,111,0
162,15,train,26.44,109,0
162,16,train,26.22,112,0
162,17,train,26.55,109,0
162,18,train,26.32,112,0
162,19,train,26.21,117,0
162,20,train,26.52,114,0
162,21,train,26.39,110,0
162,22,train,26.3,116,0
162,23,train,26.42,109,0
162,24,train,26.18,105,0
162,25,train,26.36,107,0
162,26,train,26.28,110,0
162,27,train,26.23,109,0
162,28,train,26.39,122,0
162,29,train,26.19,114,0
163,0,train,27.17,100,0
163,1,train,27.25,99,0
163,2,train,26.99,92,0
163,3,train,27.28,88,0
163,4,train,27.09,86,0
163,5,train,27.08,91,0
163,6,train,27.44,100,0
163,7,train,27.42,107,0
163,8,train,27.02,96,0
163,9,train,27.24,91,0
163,10,train,27.18,96,0
163,11,train,27.11,98,0
163,12,train,27.19,96,0
163,13,train,27.32,95,0
163,14,train,27.17,97,0
163,15,train,27.06,97,0
163,16,train,27.21,103,0
163,17,train,26.97,92,0
163,18,train,27.14,96,0
163,19,train,27.15,98,0
163,20,train,27.31,90,0
163,21,train,27.05,93,0
163,22,train,27.27,97,0
163,23,train,26.99,92,0
163,24,train,27.1,89,0
163,25,train,27.02,97,0
163,26,train,27.03,100,0
163,27,train,27.26,93,0
163,28,train,27.17,91,0
163,29,train,26.99,100,0
164,0,train,29.43,82,0
164,1,train,29.32,79,0
164,2,train,29.42,84,0
164,3,train,29.42,81,0
164,4,train,29.29,81,0
164,5,train,29.43,75,0
164,6,train,29.37,74,0
164,7,train,29.17,83,0
164,8,train,29.3,75,0
164,9,train,29.35,82,0
164,10,train,29.34,78,0
164,11,train,29.23,89,0
164,12,train,29.33,86,0
164,13,train,29.32,70,0
164,14,train,29.19,87,0
164,15,train,29.31,72,0
164,16,train,29.19,81,0
164,17,train,29.3,91,0
164,18,train,29.18,81,0
164,19,train,29.03,71,0
164,20,train,29.28,80,0
164,21,train,29.38,82,0
164,22,train,29.23,84,0
164,23,train,29.09,80,0
164,24,train,29.18,72,0
164,25,train,28.98,89,0
164,26,train,29.29,77,0
164,27,train,28.89,77,0
164,28,train,29.18,75,0
164,29,train,28.78,82,0
165,0,train,28.79,131,0
165,1,train,28.77,119,0
165,2,train,28.91,120,0
165,3,train,28.72,121,0
165,4,train,28.71,119,0
165,5,train,29.02,118,0
165,6,train,29.09,120,0
165,7,train,28.89,121,0
165,8,train,28.78,118,0
165,9,train,28.83,117,0
165,10,train,28.97,123,0
165,11,train,28.92,119,0
165,12,train,28.82,120,0
165,13,train,29.09,123,0
165,14,train,28.99,132,0
165,15,train,28.84,128,0
165,16,train,28.87,125,0
165,17,train,29.07,126,0
165,18,train,29.06,122,0
165,19,train,28.8,117,0
165,20,train,29.19,124,0
165,21,train,28.98,120,0
165,22,train,28.91,119,0
165,23,train,29.08,118,0
165,24,train,29.1,129,0
165,25,train,29.14,117,0
165,26,train,28.97,123,0
165,27,train,29.15,128,0
165,28,train,29.13,123,0
165,29,train,29.08,122,0
166,0,train,27.47,105,0
166,1,train,27.47,99,0
166,2,train,27.52,101,0
166,3,train,27.52,99,0
166,4,train,27.61,103,0
166,5,train,27.49,101,0
166,6,train,27.8,102,0
166,7,train,27.44,100,0
166,8,train,27.5,103,0
166,9,train,27.48,103,0
166,10,train,27.65,93,0
166,11,train,27.97,104,0
166,12,train,27.54,108,0
166,13,train,27.84,108,0
166,14,train,27.81,110,0
166,15,train,27.9,104,0
166,16,train,27.74,93,0
166,17,train,27.9,110,0
166,18,train,27.69,106,0
166,19,train,27.89,107,0
166,20,train,27.8,101,0
166,21,train,28.07,101,0
166,22,train,27.85,110,0
166,23,train,27.82,103,0
166,24,train,27.96,100,0
166,25,train,27.89,105,0
166,26,train,28.26,106,0
166,27,train,28.15,101,0
166,28,train,27.94,104,0
166,29,train,28.09,111,0
167,0,train,26.3,124,0
167,1,train,26.29,130,0
167,2,train,26.38,123,0
167,3,train,26.42,125,0
167,4,train,26.41,126,0
167,5,train,26.11,119,0
167,6,train,26.17,130,0
167,7,train,26.12,121,0
167,8,train,26.3,124,0
167,9,train,26.22,125,0
167,10,train,26.21,123,0
167,11,train,26.22,122,0
167,12,train,26.28,121,0
167,13,train,26.04,121,0
167,14,train,26.09,119,0
167,15,train,25.98,129,0
167,16,train,26.14,120,0
167,17,train,26.1,117,0
167,18,train,26.21,124,0
167,19,train,26.01,124,0
167,20,train,26.22,121,0
167,21,train,26.06,128,0
167,22,train,26.05,131,0
167,23,train,26.19,117,0
167,24,train,25.96,125,0
167,25,train,26.0,125,0
167,26,train,25.97,122,0
167,27,train,25.9,120,0
167,28,train,26.13,127,0
167,29,train,25.68,123,0
168,0,train,29.72,124,0
168,1,train,29.89,127,0
168,2,train,29.94,127,0
168,3,train,29.73,123,0
168,4,train,29.77,119,0
168,5,train,29.89,118,0
168,6,train,29.62,124,0
168,7,train,29.78,136,0
168,8,train,29.73,129,0
168,9,train,29.88,132,0
168,10,train,29.84,128,0
168,11,train,29.91,127,0
168,12,train,29.87,126,0
168,13,train,29.89,122,0
168,14,train,29.66,127,0
168,15,train,29.91,133,0
168,16,train,29.86,128,0
168,17,train,30.1,122,0
168,18,train,30.04,132,0
168,19,train,29.87,128,0
168,20,train,30.02,129,0
168,21,train,30.25,124,0
168,22,train,29.79,126,0
168,23,train,30.15,122,0
168,24,train,30.03,122,0
168,25,train,30.03,129,0
168,26,train,30.31,125,0
168,27,train,29.93,124,0
168,28,train,30.21,133,0
168,29,train,30.13,125,0
169,0,train,30.22,91,0
169,1,train,30.07,87,0
169,2,train,30.13,83,0
169,3,train,30.12,76,0
169,4,train,30.14,89,0
169,5,train,29.9,85,0
169,6,train,30.11,86,0
169,7,train,30.13,87,0
169,8,train,30.1,84,0
169,9,train,29.87,85,0
169,10,train,30.02,79,0
169,11,train,30.14,71,0
169,12,train,30.13,84,0
169,13,train,29.93,83,0
169,14,train,30.26,83,0
169,15,train,30.11,81,0
169,16,train,30.12,78,0
169,17,train,30.15,94,0
169,18,train,30.14,82,0
169,19,train,30.1,91,0
169,20,train,30.09,89,0
169,21,train,29.99,80,0
169,22,train,29.99,83,0
169,23,train,30.3,79,0
169,24,train,30.1,89,0
169,25,train,29.95,87,0
169,26,train,30.05,92,0
169,27,train,30.19,83,0
169,28,train,30.21,93,0
169,29,train,30.14,89,0
170,0,train,26.68,138,0
170,1,train,26.63,128,0
170,2,train,26.87,126,0
170,3,train,26.89,130,0
170,4,train,26.85,123,0
170,5,train,26.88,132,0
170,6,train,26.75,128,0
170,7,train,26.98,125,0
170,8,train,26.8,121,0
170,9,train,26.84,138,0
170,10,train,26.64,134,0
170,11,train,26.95,129,0
170,12,train,26.66,136,0
170,13,train,26.98,141,0
170,14,train,26.88,117,0
170,15,train,26.86,132,0
170,16,train,26.94,132,0
170,17,train,26.86,126,0
170,18,train,27.05,129,0
170,19,train,26.76,131,0
170,20,train,27.01,126,0
170,21,train,26.95,128,0
170,22,train,26.92,136,0
170,23,train,26.89,131,0
170,24,train,26.93,134,0
170,25,train,27.01,127,0
170,26,train,27.19,121,0
170,27,train,27.17,122,0
170,28,train,27.05,138,0
170,29,train,27.0,117,0
171,0,train,29.53,113,0
171,1,train,29.47,121,0
171,2,train,29.51,114,0
171,3,train,29.58,111,0
171,4,train,29.45,113,0
171,5,train,29.61,127,0
171,6,train,29.48,120,0
171,7,train,29.66,116,0
171,8,train,29.53,124,0
171,9,train,29.58,125,0
171,10,train,29.7,122,0
171,11,train,29.66,127,0
171,12,train,29.88,119,0
171,13,train,29.67,116,0
171,14,train,29.94,129,0
171,15,train,29.7,123,0
171,16,train,29.88,124,0
171,17,train,29.84,114,0
171,18,train,29.95,108,0
171,19,train,29.93,123,0
171,20,train,29.96,129,0
171,21,train,29.87,123,0
171,22,train,29.71,119,0
171,23,train,30.13,127,0
171,24,train,29.95,127,0
171,25,train,29.84,117,0
171,26,train,29.88,122,0
171,27,train,30.01,120,0
171,28,train,30.12,121,0
171,29,train,29.89,118,0
172,0,train,27.2,132,0
172,1,train,27.26,133,0
172,2,train,27.22,138,0
172,3,train,27.33,130,0
172,4,train,27.09,124,0
172,5,train,27.21,135,0
172,6,train,27.26,135,0
172,7,train,27.44,129,0
172,8,train,27.57,133,0
172,9,train,27.38,131,0
172,10,train,27.18,133,0
172,11,train,27.51,142,0
172,12,train,27.25,130,0
172,13,train,27.17,130,0
172,14,train,27.26,132,0
172,15,train,27.47,139,0
172,16,train,27.37,127,0
172,17,train,27.26,139,0
172,18,train,27.36,138,0
172,19,train,27.44,135,0
172,20,train,27.53,123,0
172,21,train,27.36,137,0
172,22,train,27.37,132,0
172,23,train,27.23,136,0
172,24,train,27.51,128,0
172,25,train,27.24,128,0
172,26,train,27.37,128,0
172,27,train,27.41,129,0
172,28,train,27.37,135,0
172,29,train,27.08,138,0
173,0,train,27.63,88,0
173,1,train,27.65,79,0
173,2,train,27.14,84,0
173,3,train,27.41,82,0
173,4,train,27.43,92,0
173,5,train,27.39,85,0
173,6,train,27.39,74,0
173,7,train,27.54,93,0
173,8,train,27.25,90,0
173,9,train,27.34,88,0
173,10,train,27.06,89,0
173,11,train,27.42,93,0
173,12,train,27.48,90,0
173,13,train,27.29,94,0
173,14,train,27.29,84,0
173,15,train,27.21,90,0
173,16,train,27.05,97,0
173,17,train,27.26,89,0
173,18,train,27.43,79,0
173,19,train,27.15,81,0
173,20,train,26.84,95,0
173,21,train,27.39,84,0
173,22,train,27.17,90,0
173,23,train,27.03,92,0
173,24,train,27.31,86,0
173,25,train,27.24,92,0
173,26,train,27.17,82,0
173,27,train,27.07,91,0
173,28,train,26.93,93,0
173,29,train,26.94,88,0
174,0,train,30.67,126,0
174,1,train,30.45,124,0
174,2,train,30.39,116,0
174,3,train,30.32,117,0
174,4,train,30.3,129,0
174,5,train,30.05,120,0
174,6,train,30.36,121,0
174,7,train,30.54,120,0
174,8,train,30.44,121,0
174,9,train,30.27,119,0
174,10,train,30.52,123,0
174,11,train,30.43,116,0
174,12,train,30.45,125,0
174,13,train,30.45,121,0
174,14,train,30.48,123,0
174,15,train,30.35,117,0
174,16,train,30.26,119,0
174,17,train,30.23,125,0
174,18,train,30.21,125,0
174,19,train,30.36,122,0
174,20,train,30.29,119,0
174,21,train,30.39,113,0
174,22,train,30.26,115,0
174,23,train,30.32,119,0
174,24,train,30.18,119,0
174,25,train,30.13,127,0
174,26,train,30.17,120,0
174,27,train,30.03,121,0
174,28,train,30.3,125,0
174,29,train,30.04,121,0
175,0,train,27.33,87,0
175,1,train,27.45,86,0
175,2,train,27.32,90,0
175,3,train,27.49,92,0
175,4,train,27.47,86,0
175,5,train,27.03,99,0
175,6,train,27.47,85,0
175,7,train,27.36,90,0
175,8,train,27.44,92,0
175,9,train,27.4,96,0
175,10,train,27.22,90,0
175,11,train,27.41,99,0
175,12,train,27.23,95,0
175,13,train,27.32,100,0
175,14,train,27.21,91,0
175,15,train,27.19,83,0
175,16,train,27.02,96,0
175,17,train,26.96,90,0
175,18,train,27.21,91,0
175,19,train,27.09,90,0
175,20,train,27.12,87,0
175,21,train,27.1,86,0
175,22,train,27.11,92,0
175,23,train,27.09,87,0
175,24,train,26.92,89,0
175,25,train,27.02,100,0
175,26,train,26.88,93,0
175,27,train,27.0,92,0
175,28,train,26.86,91,0
175,29,train,26.83,97,0
176,0,train,28.26,132,0
176,1,train,28.11,137,0
176,2,train,28.33,135,0
176,3,train,28.2,128,0
176,4,train,28.44,132,0
176,5,train,28.25,137,0
176,6,train,28.36,127,0
176,7,train,28.33,135,0
176,8,train,28.41,130,0
176,9,train,28.02,129,0
176,10,train,28.31,133,0
176,11,train,28.4,130,0
176,12,train,28.48,137,0
176,13,train,28.2,129,0
176,14,train,28.47,127,0
176,15,train,28.37,129,0
176,16,train,28.54,136,0
176,17,train,28.21,135,0
176,18,train,28.56,132,0
176,19,train,28.53,132,0
176,20,train,28.55,130,0
176,21,train,28.65,128,0
176,22,train,28.38,133,0
176,23,train,28.56,125,0
176,24,train,28.63,142,0
176,25,train,28.53,129,0
176,26,train,28.47,136,0
176,27,train,28.62,133,0
176,28,train,28.73,136,0
176,29,train,28.76,127,0
177,0,train,26.7,101,0
177,1,train,26.73,113,0
177,2,train,26.92,105,0
177,3,train,26.9,109,0
177,4,train,26.89,99,0
177,5,train,26.91,105,0
177,6,train,27.0,107,0
177,7,train,26.74,100,0
177,8,train,26.94,108,0
177,9,train,26.77,100,0
177,10,train,26.94,111,0
177,11,train,26.92,115,0
177,12,train,26.76,108,0
177,13,train,26.68,107,0
177,14,train,26.83,104,0
177,15,train,26.69,105,0
177,16,train,26.9,101,0
177,17,train,27.09,94,0
177,18,train,26.8,106,0
177,19,train,26.8,101,0
177,20,train,26.81,104,0
177,21,train,26.78,114,0
177,22,train,26.98,113,0
177,23,train,26.96,98,0
177,24,train,27.02,110,0
177,25,train,26.74,109,0
177,26,train,26.89,102,0
177,27,train,26.71,103,0
177,28,train,26.78,107,0
177,29,train,26.88,108,0
178,0,train,25.92,118,0
178,1,train,25.97,116,0
178,2,train,26.09,119,0
178,3,train,26.24,111,0
178,4,train,26.13,117,0
178,5,train,26.1,124,0
178,6,train,25.97,125,0
178,7,train,26.02,119,0
178,8,train,25.94,116,0
178,9,train,26.28,123,0
178,10,train,26.02,106,0
178,11,train,26.03,126,0
178,12,train,26.02,123,0
178,13,train,26.02,124,0
178,14,train,26.09,123,0
178,15,train,26.06,123,0
178,16,train,25.92,120,0
178,17,train,25.92,121,0
178,18,train,25.97,120,0
178,19,train,25.87,121,0
178,20,train,25.96,123,0
178,21,train,26.13,114,0
178,22,train,26.03,114,0
178,23,train,26.03,115,0
178,24,train,25.83,117,0
178,25,train,25.84,122,0
178,26,train,25.86,115,0
178,27,train,26.23,122,0
178,28,train,25.68,119,0
178,29,train,25.81,121,0
179,0,train,29.19,89,0
179,1,train,29.42,90,0
179,2,train,29.44,86,0
179,3,train,29.33,96,0
179,4,train,29.37,88,0
179,5,train,29.43,88,0
179,6,train,29.26,94,0
179,7,train,29.33,94,0
179,8,train,29.47,90,0
179,9,train,29.52,91,0
179,10,train,29.61,87,0
179,11,train,29.37,92,0
179,12,train,29.26,91,0
179,13,train,29.67,95,0
179,14,train,29.43,97,0
179,15,train,29.52,89,0
179,16,train,29.22,100,0
179,17,train,29.24,88,0
179,18,train,29.41,96,0
179,19,train,29.44,92,0
179,20,train,29.05,94,0
179,21,train,29.45,94,0
179,22,train,29.51,93,0
179,23,train,29.51,90,0
179,24,train,29.12,106,0
179,25,train,29.23,92,0
179,26,train,29.18,97,0
179,27,train,29.43,98,0
179,28,train,29.26,86,0
179,29,train,29.31,89,0
180,0,train,28.92,79,0
180,1,train,28.8,87,0
180,2,train,28.63,80,0
180,3,train,28.88,92,0
180,4,train,28.75,75,0
180,5,train,28.82,86,0
180,6,train,28.73,75,0
180,7,train,28.8,84,0
180,8,train,28.77,82,0
180,9,train,28.87,87,0
180,10,train,28.84,79,0
180,11,train,28.71,86,0
180,12,train,28.76,83,0
180,13,train,29.01,91,0
180,14,train,28.61,84,0
180,15,train,28.71,76,0
180,16,train,28.6,83,0
180,17,train,28.98,83,0
180,18,train,28.67,80,0
180,19,train,28.5,80,0
180,20,train,28.65,84,0
180,21,train,28.64,86,0
180,22,train,28.9,77,0
180,23,train,28.56,82,0
180,24,train,28.48,73,0
180,25,train,28.6,69,0
180,26,train,28.66,89,0
180,27,train,28.55,88,0
180,28,train,28.6,85,0
180,29,train,28.55,81,0
181,0,train,29.48,91,0
181,1,train,29.54,82,0
181,2,train,29.68,83,0
181,3,train,29.85,84,0
181,4,train,29.83,70,0
181,5,train,29.63,84,0
181,6,train,29.81,74,0
181,7,train,29.66,78,0
181,8,train,29.79,75,0
181,9,train,29.79,77,0
181,10,train,29.85,75,0
181,11,train,29.89,87,0
181,12,train,29.71,75,0
181,13,train,30.01,74,0
181,14,train,29.87,85,0
181,15,train,29.91,87,0
181,16,train,29.75,79,0
181,17,train,29.96,75,0
181,18,train,29.88,86,0
181,19,train,29.63,87,0
181,20,train,29.92,79,0
181,21,train,29.99,71,0
181,22,train,29.98,80,0
181,23,train,29.86,85,0
181,24,train,30.01,70,0
181,25,train,29.88,80,0
181,26,train,29.99,87,0
181,27,train,30.31,92,0
181,28,train,30.11,81,0
181,29,train,30.06,87,0
182,0,train,26.55,92,0
182,1,train,26.44,91,0
182,2,train,26.39,86,0
182,3,train,26.08,98,0
182,4,train,26.34,90,0
182,5,train,26.55,97,0
182,6,train,26.22,94,0
182,7,train,26.16,92,0
182,8,train,26.37,101,0
182,9,train,26.14,90,0
182,10,train,26.26,94,0
182,11,train,26.21,89,0
182,12,train,26.35,91,0
182,13,train,25.85,94,0
182,14,train,26.19,93,0
182,15,train,26.16,92,0
182,16,train,25.98,93,0
182,17,train,26.01,95,0
182,18,train,26.07,87,0
182,19,train,26.02,89,0
182,20,train,25.89,91,0
182,21,train,26.13,103,0
182,22,train,25.95,91,0
182,23,train,25.85,101,0
182,24,train,25.96,99,0
182,25,train,25.88,89,0
182,26,train,25.95,97,0
182,27,train,25.82,82,0
182,28,train,25.85,97,0
182,29,train,25.85,100,0
183,0,train,30.2,85,0
183,1,train,30.46,93,0
183,2,train,30.14,91,0
183,3,train,30.56,89,0
183,4,train,30.47,96,0
183,5,train,30.31,88,0
183,6,train,30.19,88,0
183,7,train,30.39,90,0
183,8,train,30.46,90,0
183,9,train,30.65,92,0
183,10,train,30.33,80,0
183,11,train,30.34,84,0
183,12,train,30.33,85,0
183,13,train,30.36,94,0
183,14,train,30.35,93,0
183,15,train,30.26,87,0
183,16,train,30.58,80,0
183,17,train,30.51,97,0
183,18,train,30.57,87,0
183,19,train,30.44,83,0
183,20,train,30.64,93,0
183,21,train,30.67,80,0
183,22,train,30.58,97,0
183,23,train,30.56,99,0
183,24,train,30.65,85,0
183,25,train,30.58,97,0
183,26,train,30.62,92,0
183,27,train,30.58,81,0
183,28,train,30.73,94,0
183,29,train,30.6,89,0
184,0,train,28.86,101,0
